Title,Link,Year,Abstract
This embodied conversational agent looks very human and as old as I feel! The effect of perceived agent anthropomorphism and consumer-agent age difference on …,https://www.tandfonline.com/doi/abs/10.1080/13527266.2023.2199026,2024,One such a digital conversation tool is a chatbot. It is  A chatbot is an online virtual  conversational agent. It is computer  A particular type of chatbot is the Embodied Conversational
Natural language processing based human assistive health conversational agent for multi-users,https://ieeexplore.ieee.org/abstract/document/9532913/,2021,This study has developed a conversational agent that provides real-time health suggestions  for the end-user those who cannot afford or access the medical care at the right time
Promotion of preconception care among adolescents and young adults by conversational agent,https://www.sciencedirect.com/science/article/pii/S1054139X19304495,2020,"Overall, the AYA cohort in our study found that interacting with the conversational agent  about topics related to PCC was acceptable, with many using the system frequently over the 12"
clembench: Using game play to evaluate chat-optimized language models as conversational agents,https://arxiv.org/abs/2305.13455,2023,"Recent work has proposed a methodology for the systematic evaluation of ""Situated Language  Understanding Agents""-agents that operate in rich linguistic and non-linguistic contexts-"
Artificial intelligence-based conversational agent to support medication prescribing,https://academic.oup.com/jamiaopen/article-abstract/3/2/225/5827852,2020,"The objective of this article is to describe the architecture of the conversational agent, WA,  to describe an initial experience with system use, detailing the types of queries entered and to"
Ticktalkturk: Conversational crowdsourcing made easy,https://dl.acm.org/doi/abs/10.1145/3406865.3418572,2020,"conversational interface, named TickTalkTurk. We will first introduce the logic and workflow  of the conversational agent to highlight the utility of the conversational interface. This demo is"
Why all the hype about chatGPT?: Academics' views of a chat-based conversational learning strategy at an open distance e-learning institution,https://search.informit.org/doi/abs/10.3316/informit.378033000103803,2023,"Although a powerful chatbot, ChatGPT was free and easily  This chatbot continues to make  waves worldwide regarding  (AI) model chatbot that can generate conversational responses to"
Agents United: An open platform for multi-agent conversational systems,https://dl.acm.org/doi/abs/10.1145/3472306.3478352,2021,"The engine uses topic trees (one for each conversational agent) that embody a taxonomy of  the conversational topics. In our use case, each agent is the expert on one coaching domain"
Exploring the potential and limitations of chat generative pre-trained transformer (ChatGPT) in generating board-style dermatology questions: a qualitative analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10450251/,2023,"This article investigates the limitations of Chat Generative Pre-trained Transformer (ChatGPT),  a language model developed by OpenAI, as a study tool in dermatology. The study"
Generative attention networks for multi-agent behavioral modeling,https://ojs.aaai.org/index.php/AAAI/article/view/6209,2020,"of multi-agent systems is a central step for artificial intelligence. Here we present a deep  generative model which captures behavior generating process of multi-agent systems, supports"
"Evaluation of the performance of generative AI large language models ChatGPT, Google Bard, and Microsoft Bing Chat in supporting evidence-based dentistry …",https://www.jmir.org/2023/1/e51580/,2023,"Generative AI (GenAI), was introduced through the launch of ChatGPT (OpenAI Inc), a generative   and generating coherent, humanlike conversational responses based on the context of"
Usability and acceptance of the embodied conversational agent Anne by people with dementia and their caregivers: exploratory study in home environment settings,https://mhealth.jmir.org/2021/6/e25891,2021,"conversational agents (ECAs) or personal virtual assistants are seen as screen-based entities  designed to stimulate human face-to-face conversational  , a conversational agent system"
Assessing acceptance and feasibility of a conversational agent to support individuals living with post-traumatic stress disorder,https://journals.sagepub.com/doi/abs/10.1177/20552076241286133,2024,"To address this treatment gap, we have collaborated with clinical experts to develop  PTSDialogue—a conversational agent (CA) that aims to support effective self-management of PTSD"
Emergence of social norms in generative agent societies: principles and architecture,https://www.ijcai.org/proceedings/2024/0874.pdf,2024,"In this work, we consider a generative agent to be a norm entrepreneur if the agent, initially,   norms, with a higher score indicating that the agent believes the standard of behavior to be"
Improving provision of preanesthetic information through use of the digital conversational agent “MyAnesth”: prospective observational trial,https://www.jmir.org/2020/12/e20455/,2020,Conclusions: The implementation of our digital conversational agent in addition to the PAC   of a digital conversational agent for the PAC in order to maximize its benefit to patients.
Designing a conversational agent for sexual assault survivors: defining burden of self-disclosure and envisioning survivor-centered solutions,https://dl.acm.org/doi/abs/10.1145/3411764.3445133,2021,"If it wants to give emotional support beyond just information, this is the only way.” Also, P07  said, “I think the emotional support from real humans could mitigate the inherent coldness of"
Engagement and usability of conversational search–A study of a medical resource center chatbot,https://link.springer.com/chapter/10.1007/978-3-030-71292-1_26,2021,compare the conversational search user interface (chatbot) of  of investigation as both the  chatbot and the website-based  The chatbot was considered as an experimental tool to draw
"Building trust with generative AI chatbots: Exploring explainability, privacy, and user acceptance",https://www.researchgate.net/profile/Muhammad-Ashraf-Faheem/publication/386330933_Building_Trust_with_Generative_AI_Chatbots_Exploring_Explainability_Privacy_and_User_Acceptance/links/674d7838a7fbc259f1a5c5b9/Building-Trust-with-Generative-AI-Chatbots-Exploring-Explainability-Privacy-and-User-Acceptance.pdf,2024,Any user who accepts having a generative AI chatbot and develops a certain level of   effective management of risks can increase generative AI chatbot acceptance and trust among the
A systematic review on healthcare artificial intelligent conversational agents for chronic conditions,https://www.mdpi.com/1424-8220/22/7/2625,2022,"Seven were embodied conversational agents (ECA), a virtual agent that appeared on computer   One was a conversational agent in a robot, and another was a relational agent explicitly"
Design features of embodied conversational agents in ehealth: a literature review,https://www.sciencedirect.com/science/article/pii/S1071581920300148,2020,showed a larger behaviour change than users interacting with a non-emotional agent   emotional agent showed a larger behaviour change than users interacting with an emotional agent
Multi-agent large language models for conversational task-solving,https://arxiv.org/abs/2410.22932,2024,"I explain problem drift with multi-agent LLMs, a conversational phenomenon that can  harm performance on basic tasks like translation when discussions overextend in length and"
The paradoxes of generative AI-enabled customer service: A guide for managers,https://www.sciencedirect.com/science/article/pii/S0007681324000582,2024,"This is more engaging for customers than their relatively simple conversational chatbot  predecessors and can include, for example, engaging in conversations with customers while they"
A survey of published literature on conversational artificial intelligence,https://ieeexplore.ieee.org/abstract/document/9417135/?casa_token=PeEvIumTc9wAAAAA:hiXUGP-2O1L07CYQrQ6vnX4hhWE1P1xCKYEvrMWCMGjmsnFpOnCliF0xm2csOrEtuGMJxxQYb2szeg,2021,"“chatbot”, “chatterbot”, chat bot, “conversational AI” and conversation bot represents the  concept of conversational  behave as a conversational partner, chatbot systems typically require"
Toxicbot: A conversational agent to fight online hate speech,https://link.springer.com/chapter/10.1007/978-981-15-8395-7_2,2021,"This paper is a first design and implementation of a chatbot  Potential future applications  of an agent like this can range  3, we introduce the architecture of the conversational agent"
Acceptability of an embodied conversational agent for type 2 diabetes self-management education and support via a smartphone app: mixed methods study,https://mhealth.jmir.org/2020/7/e17038/,2020,"An ECA is an animated conversational human-like character that  agent, or a text-only  display [9,17,18]. ECAs may be perceived to provide additional motivational and emotional support"
Agent vs. avatar: comparing embodied conversational agents concerning characteristics of the uncanny valley,https://ieeexplore.ieee.org/abstract/document/9209539/?casa_token=JWqUazhQv-4AAAAA:AEtdBYMf6_-zdI2KDUeHXwqDZXMU8vUiJS1mOwwp22eIHTlrqIba7UbOc_gdQQN1GHJ0rYD2NzFrYw,2020,"Visual appearance is an important aspect influencing the perception and consequent  acceptance of Embodied Conversational Agents (ECA). To this end, the Uncanny Valley theory"
Incorporating emotion for response generation in multi-turn dialogues,https://link.springer.com/article/10.1007/s10489-021-02819-z,2022,"Emotion Capture Chat Machine (ECCM) that is able to capture the explicit and underlying  emotional  to capture the semantic signal and emotional signal, respectively, which are then"
Prompto: Investigating receptivity to prompts based on cognitive load from memory training conversational agent,https://dl.acm.org/doi/abs/10.1145/3432190,2020,"We developed Prompto, a conversational agent which guides  could create efective  conversational memory tutors which  of Prompto, a conversational agent which prompts for"
Convo: What does conversational programming need?,https://ieeexplore.ieee.org/abstract/document/9127277/?casa_token=3ErV6F2elKsAAAAA:4HqSLVg_Uj16reX2l7w1F0aKzjvzNtVy_k-MfzS2a6JRz0mT7SrsLSEMID6AFY0U1hY2xvgPp7Yzpg,2020,"CONVO is a voice-based system allowing users to develop computer programs by  conversing in natural language with a conversational agent. For the user study, the system was"
Intent classification for a management conversational assistant,https://ieeexplore.ieee.org/abstract/document/9334685/?casa_token=vklvxw0-RSkAAAAA:niTfMLyAAqcoHwSrw6hVxrhXxAePx0Vy3puYRqk-qr1kD86D34Q2nfUyLBorAMH3aVh0k7FAe__gBg,2020,"This work focuses on detecting the intent of a chat message to enable a conversational  agent to participate in a group chat as an assistant to team management. For this purpose, a"
Multi-agent reinforcement learning with multi-step generative models,https://proceedings.mlr.press/v100/krupnik20a.html,2020,"-step generative models can be extended to 2-agent domains over more than one agent,  the generative model needs to  of each agent can be optimized separately (as each agent may"
MOCA: A motivational online conversational agent for improving student engagement in collaborative learning,https://ieeexplore.ieee.org/abstract/document/9625781/,2021,design and implement a conversational agent called a motivational online conversational  agent (MOCA)  This study used a conversational agent that incorporated MI to improve student
The evaluation of user experience testing for retrieval-based model and deep learning conversational agent,https://www.researchgate.net/profile/Pui-Leong/publication/351284703_The_Evaluation_of_User_Experience_Testing_for_Retrieval-based_Model_and_Deep_Learning_Conversational_Agent/links/608fff9892851c490fb37ed8/The-Evaluation-of-User-Experience-Testing-for-Retrieval-based-Model-and-Deep-Learning-Conversational-Agent.pdf,2021,"The conversational agent in this study was developed using  Nevertheless, the successfulness  of the conversational agent  the usage of the conversational agent in terms of Usability,"
Grow with Your AI Buddy: Designing an LLMs-based Conversational Agent for the Measurement and Cultivation of Children's Mental Resilience,https://dl.acm.org/doi/abs/10.1145/3628516.3659399,2024,"Regarding the chat text content with the conversational agent, some subjects suggested, ’The  content is too long; it gets a bit tiring after a while. It could be made simpler and more"
TalkTive: a conversational agent using backchannels to engage older adults in neurocognitive disorders screening,https://dl.acm.org/doi/abs/10.1145/3491102.3502005,2022,"Therefore, a potential solution is to integrate speech analytics into a conversational agent (CA)  to  Older adults can easily access web applications, which can collect their conversational"
Artificial intelligence-based conversational agents for chronic conditions: systematic literature review,https://www.jmir.org/2020/9/e20701/,2020,"We extract stable findings and structures by outlining conversational agent characteristics,  their underlying AI architectures, and health care applications. Additionally, we outline gaps"
Guapp: A conversational agent for job recommendation for the italian public administration,https://ieeexplore.ieee.org/abstract/document/9122756/,2020,: recommender systems and conversational agents. Recommender  for this work is that of  Conversational Agents (CAs). CAs are  good performances for chit-chat dialogs. The modular
Experiences of a speech-enabled conversational agent for the self-report of well-being among people living with affective disorders: an in-the-wild study,https://dl.acm.org/doi/abs/10.1145/3484508,2022,The study was advertised as a non-clinical study providing users the opportunity to interact  with a conversational agent via Google Nest device for the self-report of mental health and
Conversational Agent as Trustworthy Autonomous System (Trust-CA)(Dagstuhl Seminar 21381),https://drops.dagstuhl.de/entities/document/10.4230/DagRep.11.8.76,2022,roadmap for the future conversational agent research. The three  conversational agents?  How do we build people’s trust in them? How do we optimise human and conversational agent
Virtual intimacy in human-embodied conversational agent interactions: the influence of multimodality on its perception,https://link.springer.com/article/10.1007/s12193-020-00337-9,2021,Interacting with an embodied conversational agent (ECA) in a professional context  the  agent and a human tourist. We interrogated observers about their perception of the agent’s level
Adherence and engagement with a cognitive behavioral therapy–based conversational agent (Wysa for chronic pain) among adults with chronic pain: survival …,https://formative.jmir.org/2022/5/e37302,2022,"It uses an AI-based digital conversational agent that acts as a supportive companion for  users, and it also includes human “coaches” with master’s degrees in counseling, who support"
Repurposing case-based learning to a conversational agent for healthcare cybersecurity,https://ebooks.iospress.nl/doi/10.3233/SHTI210348,2021,Table 2 depicts an overview of conversational agent adapting  framework to repurpose CBL  to a Conversational Agent.  of this novel conversational agent in cybersecurity training for the
Can a Conversational Agent Lower Sexual Violence Victims' Burden of Self-Disclosure?,https://dl.acm.org/doi/abs/10.1145/3334480.3383050,2020,Conversational agents (CAs) have gained much attention from researchers and practitioners  hoping that they might be able to give victims information of follow-up action and emotional
Conversational AI-A retrieval based chatbot,https://www.academia.edu/download/77404046/LnTd.pdf,2020,"to a chatbot system. If we want our chatbot to be truly conversational, we should consider it’s  dataset as a crucial element. To build a conversational system with moderate intelligence is"
A computationally intelligent agent for detecting fake news using generative adversarial networks,https://www.sciencedirect.com/science/article/pii/B9780128186992000044,2020,"Before we start discussing GANs, let us first understand what a generative model is.  Generative modeling is a technique used to describe the phenomena in data, effectively allowing"
Utilizing artificial intelligence and chat generative pretrained transformer to answer questions about clinical scenarios in neuroanesthesiology,https://journals.lww.com/jnsa/fulltext/2024/10000/utilizing_artificial_intelligence_and_chat.12.aspx,2024,"We tested the ability of chat generative pretrained transformer (ChatGPT), an artificial  intelligence chatbot, to answer questions relevant to scenarios covered in 3 clinical guidelines,"
Assessing the feasibility of a text-based conversational agent for asthma support: protocol for a mixed methods observational study,https://www.researchprotocols.org/2023/1/e42965/,2023,"a link to access the conversational agent through WhatsApp on  We developed a prototype  conversational agent, which was  the impact of a conversational agent on asthma outcomes,"
Designing a conversational agent as a formative course evaluation tool,https://kobra.uni-kassel.de/bitstream/handle/123456789/11893/WambsganssWinklerSchmidSoellnerConversationalAgent.pdf?sequence=1,2020,"Drawing on social response theory, we propose that conversational agents as a formative  course evaluation tool are able to address the mentioned problems by interactively engaging"
Supporting eating behaviour of community-dwelling older adults: co-design of an embodied conversational agent,https://www.tandfonline.com/doi/abs/10.1080/24735132.2021.1885592,2021,"In order to support community-dwelling older adults with healthy eating behaviours, Embodied  Conversational Agents (ECAs) may be an effective and engaging medium. However,"
Contrast agent dose reduction in computed tomography with deep learning using a conditional generative adversarial network,https://link.springer.com/article/10.1007/s00330-021-07714-2,2021,"In the present study, we trained generative adversarial networks to enhance ICM-induced  image contrasts selectively and validated the results using dual-energy CTs in which a 50% or"
Lost in conversation: A conversational agent based on the transformer and transfer learning,https://link.springer.com/chapter/10.1007/978-3-030-29135-8_12,2020,"decoder architectures, dialogue and conversational models have recently come to   conversational models can achieve very interesting results. Generative approaches to"
At home with Alexa: a tale of two conversational agents,https://link.springer.com/chapter/10.1007/978-3-030-58323-1_53,2020,"Conversational agents can engage children in collaborative storytelling to develop their  language and literacy skills. In this paper, we deployed our conversational storytelling agent in"
Pan: Conversational agent for criminal investigations,https://dl.acm.org/doi/abs/10.1145/3379336.3381463,2020,"We present an early prototype conversational agent (CA), called Pan, for retrieving  information to support criminal investigations. Our approach tackles the issue of algorithmic"
"Perla: a conversational agent for depression screening in digital ecosystems. design, implementation and validation",https://arxiv.org/abs/2008.12875,2020,"With the aim of making depression screening more available, attractive and effective, we  developed Perla, a conversational agent able to perform an interview based on the PHQ-9. We"
Brainstorming generative adversarial networks (BGANs): Towards multi-agent generative models with distributed private datasets,https://arxiv.org/abs/2002.00306,2020,"i receives ideas, let Oi be the neighboring agents to whom agent i sends ideas, and let G be   Here, a neighboring agent for agent i is defined as an agent that is connected to agent i in"
A CHAT about health literacy–a qualitative feasibility study of the Conversational Health Literacy Assessment Tool (CHAT) in a Danish municipal healthcare centre,https://onlinelibrary.wiley.com/doi/abs/10.1111/scs.12943,2021,"CHAT is a  of CHAT, we recommend developing a structured implementation programme,  including an introduction to health literacy and an outline of the options for acting upon CHAT"
Heuristic evaluation of conversational agents,https://dl.acm.org/doi/abs/10.1145/3411764.3445312,2021,"the conversational agent heuristics  conversational agent interface design? In this paper,  we focus on validating and adapting Jakob Nielsen’s 10 usability heuristics to conversational"
Examining potential usability and health beliefs among young adults using a conversational agent for HPV vaccine counseling,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7233050/,2020,"experience through a conversational agent could help  tested a simulated conversational  agent that provided HPV  In the current study, we assessed the conversational agent among"
Argumentative conversational agents for online discussions,https://link.springer.com/article/10.1007/s11518-021-5497-1,2021,"conversational agent.  agent improved the responsiveness of the participants and increased  the number of identified ideas and issues. In the second experiment, we found that the agent"
Studying with the help of digital tutors: Design aspects of conversational agents that influence the learning process,https://aisel.aisnet.org/hicss-53/cl/ai_and_cognitive_assistants/4/,2020,"Overall, the reliability of a conversational agent is a key issue. A speech-based conversational  agent that never understands what the user is saying will lead to frustration and ultimately"
Can Generative AI improve social science?,https://www.pnas.org/doi/abs/10.1073/pnas.2314021121,2024,"Generative AI that can produce realistic text, images, and other  argue Generative AI has  the potential to improve survey research, online experiments, automated content analyses, agent"
Analysing mixed initiatives and search strategies during conversational search,https://dl.acm.org/doi/abs/10.1145/3459637.3482231,2021,"conversational search – from which we instantiate different observed conversational search  strategies, where the agent  evaluating conversational strategies and conversational search"
FaceMe: An agent-based social game using augmented reality for the emotional development of children with autism spectrum disorder,https://www.sciencedirect.com/science/article/pii/S1071581923000381,2023,",” which is a virtual agent social game based on an augmented reality (AR) technology that  supports children's emotional development. FaceMe uses a virtual agent, a set of tangible"
Using chatbots as AI conversational partners in language learning,https://www.mdpi.com/2076-3417/12/17/8427,2022,"the positive impact of using a conversational agent on the willingness to  In their study, the  conversational agent facilitated an  Several reviews about conversational agents in language"
A conversational digital assistant for intelligent process automation,https://link.springer.com/chapter/10.1007/978-3-030-58779-6_6,2020,"To that end, we present a unified conversational multi-agent orchestration assistant, which  consists of multiple building blocks. Skills, including RPAs, automate tasks within a business"
Dialogue agents for artificial intelligence-based conversational systems for cognitively disabled: A systematic review,https://www.tandfonline.com/doi/abs/10.1080/17483107.2022.2146768,2024,"According to the data of WorldCafe [Citation40] and similar repositories, chatbots are the  primary conversational agent technology giving some form of reflection for cognitive impairment"
Shing: A conversational agent to alert customers of suspected online-payment fraud with empathetical communication skills,https://dl.acm.org/doi/abs/10.1145/3411764.3445129,2021,"We present Shing, a voice-based conversational agent with fve types of proactive breakdown  repair  breakdowns and generating design implications of proactive conversational agents."
The impact of emotional feedback and elaborated feedback of a pedagogical agent on multimedia learning,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.810194/full,2022,"emotional feedback and elaborated feedback provided by a pedagogical agent (PA) on  learners' emotions, intrinsic motivation, agent  feedback differed by emotional feedback (with vs."
Generative ai as economic agents,https://dl.acm.org/doi/abs/10.1145/3699824.3699832,2024,"However, given the recent advancements in generative AI, and particularly Large Language   as an economic agent. Why do we suggest modeling generative AI as an agent in a game?"
E-chat: Emotion-sensitive Spoken Dialogue System with Large Language Models,https://ieeexplore.ieee.org/abstract/document/10800447/,2024,"This study focuses on emotion-sensitive spoken dialogue in human-machine speech   based on emotional speech. To address this, we introduce the Emotional chat Model (Echat), a"
Ubiquitous work assistant: Synchronizing a stationary and a wearable conversational agent to assist knowledge work,https://dl.acm.org/doi/abs/10.1145/3533406.3533420,2022,"‘RADAR’ [9] is a multi-agent  agent. In a survey conducted with tech industry knowledge  workers [15], which aimed to identify when knowledge workers would use a conversational agent"
An artificial intelligence‐driven agent for real‐time head‐and‐neck IMRT plan generation using conditional generative adversarial network (cGAN),https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.14770,2021,"In this work, we propose an AI agent for fully automated HNC IMRT planning. Following the   The AI agent studied in this project has three key innovations. First, the AI agent employs two"
You are an Idiot!-How Conversational Agent Communication Patterns Influence Frustration and Harassment.,https://core.ac.uk/download/pdf/326836248.pdf,2020,"Conversational Agents (CA) in the form of digital assistants on smartphones, chatbots on social  media, or physical embodied systems are an increasingly often applied new form of user"
Autonomous underwater vehicle formation control and obstacle avoidance using multi-agent generative adversarial imitation learning,https://www.sciencedirect.com/science/article/pii/S0029801822014986,2022,"Recently, multi-agent reinforcement learning (MARL) has  In this paper, we implemented  multi-agent generative  than traditional multi-agent deep reinforcement learning from fine-tuned"
M-Path: A conversational system for the empathic virtual agent,https://link.springer.com/chapter/10.1007/978-3-030-25719-4_78,2020,Our embodied agent is designed to produce synchronized verbal and non-verbal behaviors   of natural conversational interaction. The framework for our embodied conversational agent
Generative Pre-training Transformer Chat (ChatGPT) in the scientific community: the train has left the station,https://pubmed.ncbi.nlm.nih.gov/36883768/,2023,Generative Pre-training Transformer Chat (ChatGPT) in the scientific community: the train has left  the station Generative Pre-training Transformer Chat (ChatGPT) in the scientific community: the
Ethical implications of conversational agents in global public health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7133471/,2020,"Embodied conversational agents, or intelligent virtual agents conversational agents to  converse with humans. Affective computing techniques can then provide the conversational agent"
Epidemic modeling with generative agents,https://arxiv.org/abs/2307.04986,2023,a generative agent-based model (GABM) of an epidemic that incorporates changes in human  behavior by utilizing generative  has empowered each agent by generative AI giving them
On generative agents in recommendation,https://dl.acm.org/doi/abs/10.1145/3626772.3657844,2024,"We aim to ensure the generative agent does not merely react based on past factual  interactions but also takes into account the feelings, thereby mirroring genuine human behaviors"
WITHDRAWN: Behavioral therapy using conversational chatbot for depression treatment using advanced RNN and pretrained word embeddings,https://www.sciencedirect.com/science/article/pii/S221478532101662X,2021,"Withdrawal Notice WITHDRAWN: Behavioral therapy using conversational chatbot for depression  treatment using advanced RNN and pretrained word embeddings Swathi Pola, Manna"
"Students' perceived roles, opportunities, and challenges of a generative AI-powered teachable agent: a case of middle school math class",https://www.tandfonline.com/doi/abs/10.1080/15391523.2024.2447727,2024,Ongoing advancements in generative AI (GenAI) have boosted the potential of applying  long-standing “learning-by-teaching” practices in the form of a teachable agent (TA). Despite the
Trust and acceptance of a virtual psychiatric interview between embodied conversational agents and outpatients,https://www.nature.com/articles/s41746-019-0213-y,2020,"Credibility of the agent appeared to main dimension, enabling engaged and non-engaged   with the virtual agent that was mainly related to high trust and acceptance of the agent. These"
A behavioral assessment model for emotional persuasion driven by agent-based decision-making,https://www.sciencedirect.com/science/article/pii/S0957417422008739,2022,"As such, we suggest a new way to incorporate emotion into the selection of an agent’s  an  agent’s emotion and an opponent’s offers to study emotion. In addition, we connect emotion"
Generative artificial intelligence (GAI) ethics taxonomy-applying chat GPT for robotic process automation (GAI-RPA) as business case,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4385025,2023,"(RPA) enabled by Generative Artificial  of Chat GPT, which is a public tool developed by  Open GAI and its underlying technology Generative Pretrained Transformer (GPT)., generative"
"'Hi Chatbot, let's Talk about Politics!'Examining the Impact of Verbal Anthropomorphism in Conversational Agent Voting Advice Applications (CAVAAs) on Higher and …",https://academic.oup.com/iwc/advance-article-abstract/doi/10.1093/iwc/iwae031/7719008,2024,", researchers have recently introduced Conversational Agent Voting Advice Applications (in   the incorporation of a Conversational Agent (CA) in the form of a chatbot that allows users to"
Generative artificial intelligence (AI) powered conversational educational agents: The inevitable paradigm shift,http://www.asianjde.com/ojs/index.php/AsianJDE/article/view/718,2023,"of generative AI in utilizing language and its potential role as a conversational agent within   Emulating the most advanced human technology, language, generative AI’s success relies"
Mitigating generative agent social dilemmas,https://dspace.mit.edu/handle/1721.1/156591,2024,"capable Minecraft agent. In this work, we perform an initial study of outcomes that arise when  deploying generative agents in social dilemmas. To do this, we build a multi-agent Voyager"
“Please connect me to a specialist”: scrutinising 'recipient design'in interaction with an artificial conversational agent,https://link.springer.com/chapter/10.1007/978-3-030-85610-6_10,2021,"One could assume it is relatively straightforward to design a well-functional conversational  agent in this type of setting, while in this study we will show a lot of trouble may emerge in"
FIGHTING FALSE INFORMATION-DESIGNING A CONVERSATIONAL AGENT FOR PUBLIC SECTOR ORGANIZATIONS,https://www.uni-potsdam.de/fileadmin/projects/digicat/Publications/2023/FIGHTING_FALSE_INFORMATION_-_DESIGNING_A_CONVERSATIONAL_AGENT_FOR.pdf,2023,The digital transformation poses challenges for public sector organizations (PSOs) such as  the dissemination of false information in social media which can cause uncertainty among
Generative artificial intelligence: Can ChatGPT write a quality abstract?,https://onlinelibrary.wiley.com/doi/abs/10.1111/1742-6723.14233,2023,Generative artificial intelligence (AI) is capturing global  is the recently launched ChatGPT  (Chat Generative Pre-trained  ChatGPT uses a typed or pasted ‘prompt’ which the chatbot
Using physiological recordings for studying user experience: case of conversational agent-equipped TV,https://www.tandfonline.com/doi/abs/10.1080/10447318.2019.1693166,2020,"In this study, we explored how a conversational agent affects a TV viewer’s user experience  by comparing CA and RCU. Participants performed tasks related to TV watching by"
The perception of humanness in conversational journalism: An algorithmic information-processing perspective,https://journals.sagepub.com/doi/abs/10.1177/1461444821993801,2022,"with conversational journalism (CJ) in the context of chatbot news , which then affects  trust and emotional assurance. Perceived  Our results help to better understand human–chatbot"
Conversational agents enhance women's contribution in online debates,https://www.nature.com/articles/s41598-023-41703-3,2023,"other females or the agent. The enabling character of the conversational agent reveals an   To test our hypotheses, we built a conversational agent and deployed it with Afghan citizens"
Role design considerations of conversational agents to facilitate discussion and systems thinking,https://www.sciencedirect.com/science/article/pii/S0360131522002329,2023,"Conversational agents can facilitate learning discussions by  of a text-based agent (ie,  chatbot) can facilitate discussion  no agent, an expert agent, or a less knowledgeable peer agent."
Generative AI for business decision-making: A case of ChatGPT,http://publish.thescienceinsight.com/index.php/msbd/article/view/63,2023,"ChatGPT (Generative Pretrained Transformer) is a chatbot using artificial intelligence (AI)  launched by OpenAI, which is an AI research and deployment company. The ChatGPT has"
Artificial intelligence in orthopaedics: can chat generative pre-trained transformer (ChatGPT) pass section 1 of the fellowship of the royal college of surgeons (trauma & …,https://academic.oup.com/pmj/article-abstract/99/1176/1110/7220358,2023,Purpose Chat Generative Pre-trained Transformer (ChatGPT) is a large language artificial  intelligence (AI) model which generates contextually relevant text in response to questioning.
How a Conversational Agent Might Help Farmers in the Field,http://ielab.io/publications/pdfs/koopman2020agask.pdf,2020,We posit that conversational search offers an attractive  conversational search offers a  unique solution to these problems. The key components of a hypothetical conversational agent
Towards an ontology-based medication conversational agent for PrEP and PEP,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7680642/,2020,generative approach in order to cover certain main points to communicate to the drug user.  This gives us the control needed to ensure the conversational agent  the conversational agent
Influence of virtual agent politeness behaviors on how users join small conversational groups,https://dl.acm.org/doi/abs/10.1145/3383652.3423917,2020,"human-agent interactions. This study considers the impact of politeness behaviors made by  a virtual agent, already in a small face-to-face conversational group with another agent, on a"
Comparison of patient education materials generated by chat generative pre-trained transformer versus experts: an innovative way to increase readability of patient …,https://journals.lww.com/annalsplasticsurgery/fulltext/2023/10000/comparison_of_patient_education_materials.2.aspx,2023,"This chatbot is based on artificial intelligence (AI) and sources data from textbooks,  websites, and articles to respond to human interactions in a conversational format. ChatGPT's"
Perceived conversational ability of task-based chatbots–Which conversational elements influence the success of text-based dialogues?,https://www.sciencedirect.com/science/article/pii/S0268401223000804,2024,"For a deeper insight into conversational elements of written human–chatbot conversations,  we searched the literature and identified thirteen pertinent studies (see Table 1). The text"
The pragmatic profile of ChatGPT: Assessing the communicative skills of a conversational agent,https://www.rivisteweb.it/doi/10.1422/108136,2023,"Far from maintaining that a conversational agent based on an LLM “understands” pragmatics,  what we are claiming is that its performance against these tools shows that part of what we"
Changing users' health behaviour intentions through an embodied conversational agent delivering explanations based on users' beliefs and goals,https://www.tandfonline.com/doi/abs/10.1080/0144929X.2022.2073269,2023,Our embodied conversational agent (ECA) uses explanations based on the goals and beliefs  of the user to promote a sense of personalisation and engagement with the treatment plan
Reward-reinforced generative adversarial networks for multi-agent systems,https://ieeexplore.ieee.org/abstract/document/9448192/?casa_token=mR5BPqu1mlsAAAAA:OieyMPkLOFD6mVqcyYKzgg6Gwlzp1LFPfWqbB3anoUhvuf4smnn_ax5n3YFADxbQSA1Kr47IT4krQA,2021,"multi-agent systems. Inspired by the study [11], we propose a deep generative model and an   We built on a reward mapping method that combines adversarial generative networks with"
Image inpainting and classification agent training based on reinforcement learning and generative models with attention mechanism,https://ieeexplore.ieee.org/abstract/document/9664950/?casa_token=UAY2jpJAr0wAAAAA:k2zod9pty9yVs_uAGAqDVjfegTFRQp69fCWxeFBaxZVBdxtvL9k9Fk_dEugKCeEkcWQljACgiTwrxA,2021,"Our primary aim which is to show the ability to train an agent focusing on generative models,  and reinforcement learning was perfectly achieved based on the algorithm. On the other"
Jarvis: A neuro-symbolic commonsense reasoning framework for conversational embodied agents,https://arxiv.org/abs/2208.13266,2022,"-based embodied agent tasks, which are more close to the real-world scenario. In this work,  we focus on building a conversational embodied agent for dialog-based household tasks."
